film_ref	sm_comm	tfidf_comm	sm_comm_size	tfidf_comm_size	type	betweenness	description
(filmRef)17278	23	16	39	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sreath ùr a cuir eòlas air beatha na h-Albannaich ainmeil nar measg còmhla ri Cathy NicDhòmhnaill. Series where Cathy MacDonald spends a day in the life of some of Scotland's top celebrities. [Source - BBC Alba] Episode 18 Tha Cathy NicDhòmhnaill a cuide ri Nicola Benedetti, nighean òg tàlantach a tha a coisinn cliù dhith fhèin ann an cèol clasaigeach. Cathy MacDonald meets up with talented young Scottish musician Nicola Benedetti.
(filmRef)17277	23	16	39	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sreath ùr a cuir eòlas air beatha na h-Albannaich ainmeil nar measg còmhla ri Cathy NicDhòmhnaill. Series where Cathy MacDonald spends a day in the life of some of Scotland's top celebrities. [Source - BBC Alba] Episode 17 Tha latha iongantach aig Cathy NicDhòmhnaill is i a' coinneachadh ris an àrd-ollaimh Sir Ian Wilmut, fear a tha a' treòrachadh ann an saoghal eòlas. Cathy MacDonald spends a fascinating day in the company of leading scientist Professor Sir Ian Wilmut.
(filmRef)17272	23	16	39	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sreath ùr a cuir eòlas air beatha na h-Albannaich ainmeil nar measg còmhla ri Cathy NicDhòmhnaill. Series where Cathy MacDonald spends a day in the life of some of Scotland's top celebrities. [Source - BBC Alba] Episode 12 Tha Cathy NicDhòmhnaill a cur seachad làtha comhla ri Seac MacConaill a b'àbhaist a bhi na Phrìomh Mhinisteir an Alba. Cathy MacDonald spends a day in the company of former First Minister of Scotland Jack McConnell.
(filmRef)17139	43	7	21	370	Type 2  vocab > structure	0.0	non-fiction Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match ction and a behind-the-scenes look at Celtic and Rangers FC.Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match action and a behind-the-scenes look at Celtic and Rangers FC. [Source - BBC Alba] [Subtitled] Programme 1
(filmRef)17137	43	7	21	370	Type 2  vocab > structure	0.0	non-fiction Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match ction and a behind-the-scenes look at Celtic and Rangers FC.Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match action and a behind-the-scenes look at Celtic and Rangers FC. [Source - BBC Alba] [Subtitled] Programme 5
(filmRef)17363	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 16
(filmRef)16961	12	29	58	677	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Alba. Well known Gaels talk about their life, their work, and their story in a studio setting. Programme 10 Featuring Murdo Morrison
(filmRef)16917	386	11	2	256	Type 2  vocab > structure	0.0	non-fiction; television documentary television sport Donald MacSween marches with the Clansmen and competes with the heavies at the Lonach Highland Gathering. Episode 2 of 3.
(filmRef)16915	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 17
(filmRef)16914	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition Programme 16
(filmRef)16913	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 15
(filmRef)16912	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 14
(filmRef)16911	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 13
(filmRef)16910	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 12
(filmRef)16909	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 11
(filmRef)16908	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 10
(filmRef)16907	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition.Programme 9
(filmRef)16906	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 8
(filmRef)16905	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition.Programme 7
(filmRef)16904	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 6
(filmRef)16903	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 5
(filmRef)16902	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition.Programme 4
(filmRef)16918	386	11	2	256	Type 2  vocab > structure	0.0	non-fiction; television documentary television sport Donald MacSween presents a clash of the titans as the Heavies battle for glory at the Braemar Royal Highland . Gathering. Episode 3 of 3.
(filmRef)16925	267	16	3	752	Type 2  vocab > structure	0.0	non-fiction A' chiad phrògram san t-sreath air bàrdachd Ghàidhlig na h-ochdamh agus na naoidheamh lìnn deug. An t-seachdain seo se 'atharrachadh' cuspair na bà rdachd. Series on 18th and 19th century Gaelic poetry. The first episode's theme is 'change'. [Source - BBC Alba] Programme 1 Atharrachadh
(filmRef)16929	267	16	3	752	Type 2  vocab > structure	0.0	non-fiction Suil air bàrdachd Ghàidhlig na h-ochdamh agus na naoidheamh lìnn deug. An t-seachdain seo se 'moraltachd' cuspair na bàrdachd. A look at Gaelic poetry from the 18th and 19th centuries. This episode's theme is morality. [Source - BBC Alba] Programme 5 Moraltachd
(filmRef)16953	12	29	58	677	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Alba. Well known Gaels talk about their life, their work, and their story in a studio setting. Programme 2 Featuring Lachie MacLeod
(filmRef)16959	12	29	58	677	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Alba. Well known Gaels talk about their life, their work, and their story in a studio setting. Programme 8 Featuring Donald MacLean
(filmRef)16958	12	29	58	677	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Alba. Well known Gaels talk about their life, their work, and their story in a studio setting. Programme 7 Featuring Chrissie Lawson
(filmRef)16957	12	29	58	677	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Alba. Well known Gaels talk about their life, their work, and their story in a studio setting. Programme 6 Featuring John Murray
(filmRef)16956	12	29	58	677	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Alba. Well known Gaels talk about their life, their work, and their story in a studio setting. Programme 5 Featuring Father Calum MacLellan
(filmRef)16955	12	29	58	677	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Alba. Well known Gaels talk about their life, their work, and their story in a studio setting. Programme 4 Featuring Norman MacLeod
(filmRef)16954	12	29	58	677	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Alba. Well known Gaels talk about their life, their work, and their story in a studio setting. Programme 3 Featuring Kenny Matheson
(filmRef)16951	229	29	4	677	Type 2  vocab > structure	0.0	non-fiction; television religion Gaelic spiritual music and verse. Programme 24. A special compilation show featuring a selection of hymns and psalms from the series, including Calum Martin singing Psalm 133, Màiri MacInnes with 'S E an Tighearna Fhèin Mo Chiobair and Kathleen Graham singing Psalm 46.
(filmRef)16934	378	59	2	2	Type 1  structure > vocab	0.0	fiction Seasaidh Lexy le a taghadh fhèin den chomadaidh as fheàrr a chunnacas ann an Gàidhlig. Seasaidh Lexy, the Great Dame of Gaelic entertainment, introduces a treasure trove of Gaelic comedy clips. [Source - BBC Alba] [Subtitled]
(filmRef)16950	229	29	4	677	Type 2  vocab > structure	0.0	non-fiction; television religion Gaelic spiritual music and verse. Programme 23. A special compilation show featuring a selection of hymns and psalms from the series, including Glasgow Islay Choir singing Psalm 23, Calum Alex MacMillan with 'Criosd a-mhàin' and Glasgow Gaelic Musical Association singing 'Sibhs' Tha Mach À Criosd'.
(filmRef)16943	52	29	18	677	Type 2  vocab > structure	0.0	non-fiction; television religion Gaelic spiritual music and verse. Programme 16. Cathie Anne MacPhee sings Statue Ruaidheabhal, Paul MacCalum sings Psalm 85 and Mairi MacIver talks about the role faith has played in her own life.
(filmRef)16941	52	29	18	677	Type 2  vocab > structure	0.0	non-fiction; television religion Gaelic spiritual music and verse. Programme 14. Paul MacCalum sings Psalm 16 and Rev. Kenneth MacDonald talks about the role faith has played in his life.
(filmRef)16937	389	16	2	752	Type 2  vocab > structure	0.0	non-fiction Highlights from Blas festival, celebrating the music, song, culture and language of the Highlands. Programme 3 Taghadh bho chruinneachadh shònraichte a chaidh a chlàradh ann an Taigh-staile Bheinn Nibheis sa Ghearasdan, a' moladh priomh dheoch na h-Alba - an t-uisge-beatha! Air a chur ri chèile leis a' cheòladair ainmeil, Iain MacFàrlain à Gleann Fhionnain, agus le taic bho Ingrid NicEanraig agus Eòghann MacDhonnchaidh, bidh gealladh air deàgh òrain, is puirt, agus craic gu leòr! Slàinte! Highlights from a stunning show celebrating our national drink - whisky. [Source - BBC Alba] SHOTLIST: Taghadh bho chruinneachadh shònraichte a chaidh a chlàradh ann an Taigh-staile Bheinn Nibheis sa Ghearasdan, a' moladh priomh dheoch na h-Alba - an t-uisge-beatha! Air a chur ri chèile leis a' cheòladair ainmeil, Iain MacFàrlain à Gleann Fhionnain, agus le taic bho Ingrid NicEanraig agus Eòghann MacDhonnchaidh, bidh gealladh air deàgh òrain, is puirt, agus craic gu leòr! Slàinte! Highlights from a stunning show celebrating our national drink - whisky. Recorded in Ben Nevis Distillery, Fort William. Produced by Glenfinnan musician, Iain MacFarlane, featuring Ingrid Henderson and Ewan Robertson, there's a promise of great songs and fantastic craic! [Source - BBC Alba]
(filmRef)16936	388	38	2	145	Type 2  vocab > structure	0.0	non-fiction Highlights from Blas festival, celebrating the music, song, culture and language of the Highlands. Programme 2 À Blas 2009, taghadh de dh' òrain is fuinn bhon chuirm 'Ceanglaichean Teaghlaich'. A' gabhail pàirt Seonaidh &amp; Calum Ailig MacMhaolain; Donnchadh and Iain MacIllebhrath; Dagger &amp; Niall Gòrdon; agus Gerry and Donal O' Connor. A selection of songs and tunes from the Blas 2009 Family Ties concert, featuring Seonaidh and Calum Alex MacMillan, Duncan and Iain MacGillivray, Dagger and Neil Gordon, and Gerry and Donal O' Connor. [Source - BBC Alba]
(filmRef)16935	387	38	2	145	Type 2  vocab > structure	0.0	non-fiction Highlights from Blas festival, celebrating the music, song, culture and language of the Highlands. Programme 1 Taghadh de dh' òrain bho Karen NicMhathain, Michael Marra agus Seumas Greumach bhon chuirm 'An Ear san Iar' aig fèis Blas 2009. Highlights from the East Meets West concert at the Blas 2009 festival featuring Karen Matheson, Michael Marra and James Graham. [Source - BBC Alba]
(filmRef)16901	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 3
(filmRef)16900	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. Programme 2
(filmRef)16899	60	16	17	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sixteen professional and amateur chefs compete in a new series of the culinary competition. [Source - BBC Alba] Programme 1
(filmRef)16845	384	16	2	752	Type 2  vocab > structure	0.0	non-fiction Sgeulachd a' mhurtair ainmeil Robert Black, a chuir às de co-dhiù tri nighean òg as na '80s, 's a tha tighinn fo amharas as ùr. Profile of notorious child killer Robert Black, who murdered three young girls in the 1980s. [Source - BBC Alba]
(filmRef)16856	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd. Programme 3
(filmRef)16855	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd. Programme 2
(filmRef)16854	47	16	20	752	Type 2  vocab > structure	0.0	non-fiction; television arts Coverage of the 2009 Royal National Mòd. Programme 1
(filmRef)16853	385	38	2	145	Type 2  vocab > structure	0.0	non-fiction Highlights from Blas festival, celebrating the music, song, culture and language of the Highlands. Programme 4 Taghadh bhon Chonsart Dheireannach à Eden Court ann an Inbhir Nis a bha loma-làn! 'S abair oidhche! A-measg nan rionnagan eadar-nàiseanta a bha a' gabhail pàirt - à Canada, na Barra MacNeils le am measgachadh air leth de dh' òrain, puirt agus dannsa-ceum! Highlights of the Blas Grand Finale Concert. International stars appearing include Canadian supergroup the Barra MacNeils with their fantastic mixture of songs and step dancing. [Source - BBC Alba] SHOTLIST: Taghadh bhon Chonsart Dheireannach à Eden Court ann an Inbhir Nis a bha loma-làn! 'S abair oidhche! A-measg nan rionnagan eadar-nàiseanta a bha a' gabhail pàirt - à Canada, na Barra MacNeils le am measgachadh air leth de dh' òrain, puirt agus dannsa-ceum! A' toirt còmhla nan dualchas beartach de cheòl is de dhannsa à Èirinn, Alba agus Canada - an còmhlan aighearach ùr - Tread. À Alba 's a' cur an ceòl sradagach aca fhèin air feadh na fìdhle - na Blazin' Fiddles! 'S a' riochdachadh an ath ghinealach de thàlant òg, 's abair tàlant - à sgìre Inbhirnis fhèin - Cuairt Cèilidh a' Chanàil Chailleanaich. Highlights of the Blas Grand Finale Concert from a packed Eden Court in Inverness. International stars appearing include Canadian supergroup the Barra MacNeils with their fantastic mixture of songs and step dancing. Uniting the rich musical and dance traditions of Ireland, Scotland and Canada is the exciting new group Tread. Scottish stars Blazin' Fiddles take centre stage with their unique brand of high energy fiddle tunes. And with a nod to the future of Scottish traditional music, local talents Caledonian Ceilidh Trail wow the audience with their vibrant youthful take on the traditional. [Source - BBC Alba]
(filmRef)16851	266	61	3	3	Type 1  structure > vocab	0.0	non-fiction Mur a b'urrainn dhut a bhith aig an fhèis san Lùnasdal, an cothrom ceòl fhaicinn bho Thatù Armailteach Dhùn Èidean. For those unable to attend the festival in August, a chance to see the action from the Edinburgh Military Tattoo. [Source - BBC Alba]
(filmRef)16847	373	16	2	752	Type 2  vocab > structure	0.0	non-fiction Suil air ais air na bha a' dol ann an saoghal spòrs 's a bhliadhna a chaidh. A review of what's been happening in the world of sport in the past year.
(filmRef)16829	103	29	8	677	Type 2  vocab > structure	0.0	non-fiction; television religion Credits: presenter Iain MacKinnon. Gaelic spiritual music and verse. Programme 5. Psalm 121 sung by Glasgow Islay Gaelic Choir, the Hymn 'S E an Tighearna Fhèin Mo Chiobair by Mairi MacInnes and Rupa Citta Robertson tells her own personal faith story.
(filmRef)16858	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. The salmon's journey. An odyssey through Scotland's fishing rivers with Neen MacKay. Programme 2
(filmRef)16827	103	29	8	677	Type 2  vocab > structure	0.0	non-fiction; television religion Credits: presenter Iain MacKinnon. Gaelic spiritual music and verse. Programme 3. Psalm 45 sung by Mairi MacInnes, the hymn 'Laoidh an Iasgair' by Norrie MacIver and Sìneag MacIntyre, and Sandy MacLean tells his own personal faith story.
(filmRef)16825	103	29	8	677	Type 2  vocab > structure	0.0	non-fiction; television religion Credits: presenter Iain MacKinnon. Gaelic spiritual music and verse. Programme 1. Psalm 23 sung by the Glasgow Islay Choir, the hymn Be Thou My Vision by Kathleen Graham, and Suzie Roberts tells how her faith sustained her through her personal battle with cancer.
(filmRef)16824	383	4	2	883	Type 2  vocab > structure	0.0	fiction Cartoon in Gaelic for preschool children about a pig called Peppa and her family. [Source - BBC Alba] Episodes 40 - 52
(filmRef)16823	383	4	2	883	Type 2  vocab > structure	0.0	fiction Cartoon in Gaelic for preschool children about a pig called Peppa and her family. [Source - BBC Alba] Episodes 27 - 39
(filmRef)16822	193	23	5	276	Type 2  vocab > structure	0.0	non-fiction The car makeover show in which two teams battle to see whose car makes the most profit at auction. Presented by Gilleasbuig Ferguson. [Source - BBC Alba] Episode 5
(filmRef)16821	228	33	4	46	Type 2  vocab > structure	0.0	non-fiction Tha peathraichean, Marisa is Chrisella, an greim aig poilis an fhasain ann an Grinn. Sisters Marisa and Chrisella from Lewis get arrested by the Grinn fashion police. [Source - BBC Alba] Programme 4 SHOTLIST: A brand new entertainment series, where three of Scotland's top creative professionals work their magic, transforming the lives and styles of two people in need of a little tender loving care. Presented by Donna Macleod, (fashion) Lynda Martin (beauty) and with a little help from top hairstylist John Bowers, GRINN revamps and renews the tired old fashions and habits of two deserving members of the public. GRINN encourages the lucky duo to make a little time for themselves, treating them to some much needed pampering and a plethora of fabulous health and beauty treatments; from a Thai Yoga Massage to a Chocolate Body Wrap. All this alongside a dizzying array of top health, hair, fashion and beauty tips ensures GRINN will be an 'exquisite' watch! [Source - BBC Alba]
(filmRef)16857	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. The salmon's journey. An odyssey through Scotland's fishing rivers with Neen MacKay.Programme 1
(filmRef)16859	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. The salmon's journey. An odyssey through Scotland's fishing rivers with Neen MacKay.Programme 3
(filmRef)16889	23	16	39	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sreath ùr a cuir eòlas air beatha na h-Albannaich ainmeil nar measg còmhla ri Cathy NicDhòmhnaill. Series where Cathy MacDonald spends a day in the life of some of Scotland's top celebrities. [Source - BBC Alba] Episode 10 Cathy MacDonald is in New York to meet Glasgow-born Harry Benson, a renowned photo journalist who has photographed every president since Eisenhower.
(filmRef)16878	18	44	50	101	Type 2  vocab > structure	0.0	non-fiction Music programme presented by Emma MacInnes and Vic Galloway, and featuring up and coming bands and singer-songwriters based in Scotland. [Source - All Media Scotland] Programme 5 With Wake the President, Nos Ùr Competition - Kablus, Zoey van Goey, Òran Ùr Rapal Competition, Wake the President
(filmRef)16888	23	16	39	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sreath ùr a cuir eòlas air beatha na h-Albannaich ainmeil nar measg còmhla ri Cathy NicDhòmhnaill. Series where Cathy MacDonald spends a day in the life of some of Scotland's top celebrities. [Source - BBC Alba] Episode 9 Tha Cathy NicDhòmhnaill a' faighinn sealladh air beatha làitheil Martin Wishart a tha os cionn aon dha na h-àiteachan bidhe as fheàrr ann an Alba. Cathy MacDonald gets some first-class cooking tips and a glimpse into one of Scotland's top kitchens from Michelin-award-winning chef Martin Wishart.
(filmRef)16884	23	16	39	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sreath ùr a cuir eòlas air beatha na h-Albannaich ainmeil nar measg còmhla ri Cathy NicDhòmhnaill. Series where Cathy MacDonald spends a day in the life of some of Scotland's top celebrities. [Source - BBC Alba] Episode 5 Tha Cathy NicDhomhnaill a toirt dhuinn sealladh èibhinn air an cleasaiche Ailean Stiubhart. Join Cathy MacDonald for lots of laughs and a trip down memory lane with one of Scotland's best-loved entertainers, Allan Stewart.
(filmRef)16883	23	16	39	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sreath ùr a cuir eòlas air beatha na h-Albannaich ainmeil nar measg còmhla ri Cathy NicDhòmhnaill. Series where Cathy MacDonald spends a day in the life of some of Scotland's top celebrities. [Source - BBC Alba] Episode 4 Tha Cathy NicDhomhnaill a toirt dhuinn sealladh inntinneach air dol a-mach làitheil Kaye Adams agus a cluiche geam cneutaig. Cathy MacDonald spends an eventful day with one of Scotland's top broadcasters, Kaye Adams, including a surprisingly competitive game of tennis.
(filmRef)16882	23	16	39	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sreath ùr a cuir eòlas air beatha na h-Albannaich ainmeil nar measg còmhla ri Cathy NicDhòmhnaill. Series where Cathy MacDonald spends a day in the life of some of Scotland's top celebrities. [Source - BBC Alba] Episode 3 Tha Cathy NicDhomhnaill a cur seachad latha comhla ri Charan Gill. Cathy MacDonald spends a busy day in the life of the millionaire 'curry king of Scotland' Charan Gill, picking up tips on how to be an entrepreneur.
(filmRef)16880	23	16	39	752	Type 2  vocab > structure	0.0	non-fiction; television entertainment Sreath ùr a cuir eòlas air beatha na h-Albannaich ainmeil nar measg còmhla ri Cathy NicDhòmhnaill. Series where Cathy MacDonald spends a day in the life of some of Scotland's top celebrities. [Source - BBC Alba] Episode Sreath ùr a cuir eòlas air beatha na h-Albannaich ainmeil nar measg. Cathy MacDonald spends a girls' day out in London with one of the UK's top television personalities, Lorraine Kelly.
(filmRef)16879	18	44	50	101	Type 2  vocab > structure	0.0	non-fiction Music programme presented by Emma MacInnes and Vic Galloway, and featuring up and coming bands and singer-songwriters based in Scotland. [Source - All Media Scotland] Programme 6 With Jocasta Sleeps, BBC Introducing Stage at T in the Park. Rachael Cormack
(filmRef)16877	384	4	2	883	Type 2  vocab > structure	0.0	non-fiction Sgeulachd a' mhurtair Dennis Nilsen a chuir às de 15 fear òg as na '80s. The story of serial killer Dennis Nilsen, who murdered 15 young men in the 1980s. [Source - BBC Alba]
(filmRef)16860	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. The salmon's journey. An odyssey through Scotland's fishing rivers with Neen MacKay.Programme 4
(filmRef)16875	68	44	14	101	Type 2  vocab > structure	0.0	non-fiction A look through the Eòrpa archive at stories relating to integration throughout Europe. Programme 13
(filmRef)16874	68	44	14	101	Type 2  vocab > structure	0.0	non-fiction A look through the Eòrpa archive at stories from the Balkan countries. Programme 12
(filmRef)16873	68	44	14	101	Type 2  vocab > structure	0.0	non-fiction A look through the Eòrpa archive at stories on the topic of rural communities. Programme 11
(filmRef)16872	68	44	14	101	Type 2  vocab > structure	0.0	non-fiction A look at environmental stories from the Eòrpa archive. Programme 10
(filmRef)16862	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. The salmon's journey. An odyssey through Scotland's fishing rivers with Neen MacKay. Programme 6
(filmRef)16861	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. The salmon's journey. An odyssey through Scotland's fishing rivers with Neen MacKay.Programme 5
(filmRef)16960	12	29	58	677	Type 2  vocab > structure	0.0	non-fiction Producer, BBC Alba. Well known Gaels talk about their life, their work, and their story in a studio setting. Programme 9 Featuring Reverend Angus Smith
(filmRef)16969	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. Neen Mackay's Scottish angling odyssey continues, featuring spring salmon. Programme 1
(filmRef)17136	43	7	21	370	Type 2  vocab > structure	0.0	non-fiction Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match ction and a behind-the-scenes look at Celtic and Rangers FC.Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match action and a behind-the-scenes look at Celtic and Rangers FC. [Source - BBC Alba] [Subtitled] Programme 4
(filmRef)16970	53	16	18	752	Type 2  vocab > structure	0.0	non-fiction; television agriculture Credits: presented by Neen MacKay = Neen NicAoidh. The salmon's journey. An odyssey through Scotland's fishing rivers with Neen MacKay. Programme 2
(filmRef)17096	391	13	2	183	Type 2  vocab > structure	0.0	fiction Stop motion animated series [Source - BBC Alba] Episode 19 Chan e mise bh'ann! [Wasn't me!]
(filmRef)17095	391	13	2	183	Type 2  vocab > structure	0.0	fiction Stop motion animated series [Source - BBC Alba] Episode 17 Glac! [Catch!]
(filmRef)17094	390	13	2	183	Type 2  vocab > structure	0.0	fiction Gaelic language version of animated tv series X-Men. Episode 8
(filmRef)17093	390	13	2	183	Type 2  vocab > structure	0.0	fiction Gaelic language version of animated tv series X-Men. Episode 5
(filmRef)17070	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 20
(filmRef)17069	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 19
(filmRef)17068	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 18
(filmRef)17067	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 17
(filmRef)17066	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 16
(filmRef)17065	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 15
(filmRef)17064	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 14
(filmRef)17063	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 13
(filmRef)17062	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba]
(filmRef)17061	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 11
(filmRef)17060	0	4	584	883	Type 2  vocab > structure	0.0	non-fiction; television children Producer, BBC Scotland. Gaelic children's magazine, with music, live chat and a whole load of laughs. [Source - BBC Alba] Programme 10
(filmRef)17110	153	16	6	752	Type 2  vocab > structure	0.0	non-fiction What does the Partick of today look like and does it still retain a Gaelic identity? [synopsis BBC Alba] Programme 1.
(filmRef)17111	153	16	6	752	Type 2  vocab > structure	0.0	non-fiction What does the Partick of today look like and does it still retain a Gaelic identity? [synopsis BBC Alba] Programme 2.
(filmRef)17112	153	16	6	752	Type 2  vocab > structure	0.0	non-fiction What does the Partick of today look like and does it still retain a Gaelic identity? [synopsis BBC Alba] Programme 3.
(filmRef)17125	392	33	2	46	Type 2  vocab > structure	0.0	non-fiction Lisa NicNèill agus Raibeart Dòmhnallach a'faighinn comhairle agus ath nuadhachadh bho sgioba Grinn. Le Donna Nicleòid, Lynda Mhàrtainn agus John Bowers. Makeover show with Donna Macleod, Lynda Martin and John Bowers. Lisa MacNeil and Robert MacDonald get a new image from the team. [Source - BBC Alba] Programme 2
(filmRef)17135	43	7	21	370	Type 2  vocab > structure	0.0	non-fiction Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match ction and a behind-the-scenes look at Celtic and Rangers FC.Air cùl na dorsan còmhla ri sgiobaidhean ball-coise Celtic agus Rangers. Exclusive interviews, match action and a behind-the-scenes look at Celtic and Rangers FC. [Source - BBC Alba] [Subtitled] Programme 3
